DEPTH,DIP,AZIMUTH_NP,AZIMUTH_TOP,DIP_TRUE,AZIMUTH_TRUE,HAZI,DEVI,TYPE
1048.37,6.2299,19.25107,252.25,6.4,15,127,0.5,Bed Boundary
1048.87,6.26349,23.33723,256.3362,6.4,19,127,0.5,Bed Boundary
1049.37,5.60865,25.96785,261.9669,5.7,21,124,0.5,Bed Boundary
1049.871,7.28213,27.90714,269.9063,7.3,24,118,0.5,Bed Boundary
1050.369,6.27614,22.53444,269.5337,6.3,18,113,0.5,Bed Boundary
1050.869,5.81657,19.80722,262.8063,5.9,15,117,0.5,Bed Boundary
1051.37,5.07632,22.39119,258.3902,5.2,17,124,0.5,Bed Boundary
1051.87,5.17588,25.28668,258.2856,5.3,20,127,0.5,Bed Boundary
1052.37,6.27612,36.44442,270.4429,6.3,31,126,0.6,Bed Boundary
1052.871,6.28177,26.29718,261.2957,6.4,21,125,0.6,Bed Boundary
1053.371,6.28177,27.2972,261.2957,6.4,22,126,0.6,Bed Boundary
1053.869,6.4706,27.1177,260.1162,6.6,22,127,0.6,Bed Boundary
1054.379,6.26113,27.26516,259.2636,6.4,22,128,0.6,Bed Boundary
1054.88,6.14105,25.31196,257.3104,6.3,20,128,0.6,Bed Boundary
1055.38,6.53942,24.98498,256.9835,6.7,20,128,0.6,Bed Boundary
1055.88,6.35475,23.24938,255.2483,6.5,19,128,0.5,Bed Boundary
1056.381,6.1469,22.36734,254.3663,6.3,18,128,0.5,Bed Boundary
1056.879,6.24661,22.29696,254.2959,6.4,18,128,0.5,Bed Boundary
1057.379,6.1106,23.24022,254.2387,6.3,18,129,0.6,Bed Boundary
1057.88,6.10055,22.21284,253.2113,6.3,17,129,0.6,Bed Boundary
1058.38,6.20014,22.12824,253.1267,6.4,17,129,0.6,Bed Boundary
1058.88,6.20014,24.12826,253.1267,6.4,19,131,0.6,Bed Boundary
1059.381,6.22029,27.18071,255.1792,6.4,22,132,0.6,Bed Boundary
1059.881,6.43981,28.06298,257.0614,6.6,23,131,0.6,Bed Boundary
1060.379,7.52594,25.29887,255.2973,7.7,21,130,0.6,Bed Boundary
1060.879,6.91768,24.65288,254.6513,7.1,20,130,0.6,Bed Boundary
1062.38,7.25744,27.53456,258.533,7.4,23,129,0.6,Bed Boundary
1062.881,6.52924,23.96365,255.9621,6.7,19,128,0.6,Bed Boundary
1063.381,6.89759,20.60424,252.6027,7.1,16,128,0.6,Bed Boundary
1063.879,6.59862,22.81532,252.8138,6.8,18,130,0.6,Bed Boundary
1064.379,6.37101,30.19862,260.1971,6.5,25,130,0.6,Bed Boundary
1064.88,6.9894,31.7752,261.7737,7.1,27,130,0.6,Bed Boundary
1065.38,6.69827,23.7429,252.7413,6.9,19,131,0.6,Bed Boundary
1065.88,6.39935,24.96695,252.9654,6.6,20,132,0.6,Bed Boundary
1066.381,5.97114,24.20662,250.205,6.2,19,134,0.6,Bed Boundary
1066.879,5.66262,23.44743,249.4459,5.9,18,134,0.6,Bed Boundary
1067.379,6.18021,25.06903,251.0675,6.4,20,134,0.6,Bed Boundary
1067.88,6.98731,25.51163,251.5101,7.2,21,134,0.6,Bed Boundary
1068.38,6.75842,23.55584,248.5543,7,19,135,0.6,Bed Boundary
1068.88,6.02237,20.93172,244.9301,6.3,16,136,0.6,Bed Boundary
1069.381,5.75241,24.31497,248.3134,6,19,136,0.6,Bed Boundary
1069.881,5.69232,27.55014,252.5486,5.9,22,135,0.6,Bed Boundary
1070.379,5.62303,29.73685,255.7353,5.8,24,134,0.6,Bed Boundary
1070.879,6.30978,29.07312,254.0715,6.5,24,135,0.6,Bed Boundary
1071.38,5.97114,25.20662,250.205,6.2,20,135,0.6,Bed Boundary
1071.88,5.67246,26.48352,250.4819,5.9,21,136,0.6,Bed Boundary
1074.379,4.62917,27.98123,256.9797,4.8,21,131,0.6,Bed Boundary
1074.88,3.8077,5.49892,232.4973,4.2,359,133,0.6,Bed Boundary
1075.38,3.51823,7.15591,234.1543,3.9,0,133,0.6,Bed Boundary
1076.381,4.14242,19.26556,248.264,4.4,12,131,0.6,Bed Boundary
1076.881,4.63882,17.48166,247.4801,4.9,11,130,0.6,Bed Boundary
1077.379,4.90842,13.93587,243.9343,5.2,8,130,0.6,Bed Boundary
1077.88,5.07962,11.53807,240.5365,5.4,6,131,0.6,Bed Boundary
1078.38,5.26071,10.21154,238.21,5.6,5,132,0.6,Bed Boundary
1078.71,5.06158,9.4183,238.4167,5.4,4,131,0.6,Bed Boundary
1079.21,5.19756,13.54074,242.5392,5.5,8,131,0.6,Bed Boundary
1079.721,11.20539,43.03129,272.0297,11.2,40,131,0.6,Bed Boundary
1080.219,11.76269,39.87304,267.8715,11.8,37,132,0.6,Bed Boundary
1080.719,12.24115,37.74721,265.7457,12.3,35,132,0.6,Bed Boundary
1081.22,12.04139,37.7942,265.7927,12.1,35,132,0.6,Bed Boundary
1081.72,13.50261,44.50069,271.4991,13.5,42,133,0.6,Bed Boundary
1082.22,13.81278,45.44281,272.4412,13.8,43,133,0.6,Bed Boundary
1082.721,13.90222,45.42604,271.4245,13.9,43,134,0.6,Bed Boundary
1083.221,13.82324,47.44057,273.439,13.8,45,134,0.6,Bed Boundary
1083.719,14.181,44.37341,269.3718,14.2,42,135,0.6,Bed Boundary
1084.219,13.98119,44.40874,269.4072,14,42,135,0.6,Bed Boundary
1084.73,14.37485,52.33091,278.3293,14.3,50,134,0.6,Bed Boundary
1085.23,13.97521,53.40039,278.3988,13.9,51,135,0.6,Bed Boundary
1085.731,13.43408,49.51295,274.5114,13.4,47,135,0.6,Bed Boundary
1086.231,13.99166,46.40875,270.4072,14,44,136,0.6,Bed Boundary
1086.729,13.86035,44.42455,267.423,13.9,42,137,0.6,Bed Boundary
1087.25,13.86035,44.42455,267.423,13.9,42,137,0.6,Bed Boundary
1088.751,13.8186,41.41118,263.4096,13.9,39,138,0.6,Bed Boundary
1089.261,12.87183,46.62162,268.6201,12.9,44,138,0.6,Bed Boundary
1089.759,12.89278,47.62213,270.6205,12.9,45,137,0.6,Bed Boundary
1090.259,13.3713,45.52024,268.5187,13.4,43,137,0.6,Bed Boundary
1090.76,13.89775,40.38208,261.3805,14,38,139,0.6,Bed Boundary
1091.26,13.4672,39.43269,258.4312,13.6,37,141,0.6,Bed Boundary
1091.771,13.25715,39.46148,257.46,13.4,37,142,0.6,Bed Boundary
1092.271,12.08929,41.74213,260.7406,12.2,39,141,0.6,Bed Boundary
1092.769,10.72233,45.13235,264.1308,10.8,42,141,0.6,Bed Boundary
1093.269,6.48955,9.7324,228.7309,6.9,6,141,0.6,Bed Boundary
1093.77,5.12005,358.8438,218.8423,5.6,355,140,0.6,Bed Boundary
1094.28,4.91787,22.98835,244.9868,5.2,17,138,0.6,Bed Boundary
1094.781,5.44407,22.56789,247.5663,5.7,17,135,0.6,Bed Boundary
1095.281,5.66262,24.44743,249.4459,5.9,19,135,0.6,Bed Boundary
1095.779,5.57293,26.5824,250.5808,5.8,21,136,0.6,Bed Boundary
1096.279,5.68236,28.51776,251.5162,5.9,23,137,0.6,Bed Boundary
1096.78,5.67246,28.48351,250.482,5.9,23,138,0.6,Bed Boundary
1097.28,5.69541,21.0523,242.0507,6,16,139,0.6,Bed Boundary
1097.78,5.28786,20.38255,241.381,5.6,15,139,0.6,Bed Boundary
1099.299,7.30636,30.37368,253.3721,7.5,26,137,0.6,Bed Boundary
1099.8,5.51745,26.47118,249.469,5.8,20,137,0.7,Bed Boundary
1100.3,6.27131,30.91733,253.9152,6.5,25,137,0.7,Bed Boundary
1100.8,6.24327,36.16388,260.1617,6.4,30,136,0.7,Bed Boundary
1101.311,6.40623,31.90637,256.9042,6.6,26,135,0.7,Bed Boundary
1101.809,5.73441,34.68251,259.6804,5.9,28,135,0.7,Bed Boundary
1102.309,5.19961,40.54761,265.5455,5.3,33,135,0.7,Bed Boundary
1103.31,6.0842,30.14373,255.1416,6.3,24,135,0.7,Bed Boundary
1103.821,6.5057,31.815,256.8129,6.7,26,135,0.7,Bed Boundary
1104.321,6.31871,33.02443,258.0223,6.5,27,135,0.7,Bed Boundary
1104.819,6.14386,36.26478,260.2626,6.3,30,136,0.7,Bed Boundary
1105.319,6.31871,35.02442,258.0223,6.5,29,137,0.7,Bed Boundary
1105.819,6.47026,32.73328,253.7312,6.7,27,139,0.7,Bed Boundary
1106.32,6.09603,36.17199,256.1699,6.3,30,140,0.7,Bed Boundary
1106.82,5.98479,37.24688,255.2448,6.2,31,142,0.7,Bed Boundary
1107.321,5.34009,25.22095,242.2189,5.7,19,143,0.7,Bed Boundary
1107.821,5.62768,23.82935,240.8273,6,18,143,0.7,Bed Boundary
1108.319,6.02594,31.97146,249.9694,6.3,26,142,0.7,Bed Boundary
1108.829,5.32933,22.15901,241.1569,5.7,16,141,0.7,Bed Boundary
1109.33,6.64226,13.40057,231.3985,7.1,9,142,0.7,Bed Boundary
1109.83,5.76249,37.39914,253.3971,6,31,144,0.7,Bed Boundary
1110.331,5.86188,39.28942,253.2874,6.1,33,146,0.7,Bed Boundary
1110.831,6.33587,37.72371,250.7218,6.6,32,147,0.7,Bed Boundary
1111.339,6.68857,31.2283,246.2263,7,26,145,0.7,Bed Boundary
1111.839,5.5638,36.63021,253.6281,5.8,30,143,0.7,Bed Boundary
1112.34,5.71045,38.63466,257.6326,5.9,32,141,0.7,Bed Boundary
1112.84,5.973,33.21627,254.2141,6.2,27,139,0.7,Bed Boundary
1113.361,5.99663,36.27547,256.2734,6.2,30,140,0.7,Bed Boundary
1113.861,6.02046,38.32636,258.3242,6.2,32,140,0.7,Bed Boundary
1114.359,4.39786,37.5297,257.5276,4.6,29,140,0.7,Bed Boundary
1114.859,6.21927,36.12186,258.1198,6.4,30,138,0.7,Bed Boundary
1115.36,6.16801,39.29897,262.2968,6.3,33,137,0.7,Bed Boundary
1115.87,5.99355,41.53731,264.5352,6.1,35,137,0.7,Bed Boundary
1116.371,8.17512,31.55469,253.5526,8.4,27,138,0.7,Bed Boundary
1116.871,6.57783,41.92692,262.9248,6.7,36,139,0.7,Bed Boundary
1117.369,6.44214,39.97136,259.9692,6.6,34,140,0.7,Bed Boundary
1117.869,6.82807,38.60064,258.5985,7,33,140,0.7,Bed Boundary
1118.38,6.81612,38.57962,257.5775,7,33,141,0.7,Bed Boundary
1118.88,7.57414,25.56429,244.5622,7.9,21,141,0.7,Bed Boundary
1119.38,5.82205,35.53882,255.5373,6,30,140,0.6,Bed Boundary
1119.881,5.85198,29.22363,248.2221,6.1,24,141,0.6,Bed Boundary
1120.379,6.77805,32.61724,250.6157,7,28,142,0.6,Bed Boundary
1120.879,7.90472,35.03827,253.0367,8.1,31,142,0.6,Bed Boundary
1121.38,6.07073,33.12029,250.1188,6.3,28,143,0.6,Bed Boundary
1121.88,6.08061,35.15284,251.1514,6.3,30,144,0.6,Bed Boundary
1122.38,6.13086,40.28974,256.2882,6.3,35,144,0.6,Bed Boundary
1122.901,6.34744,35.75906,251.757,6.6,30,144,0.7,Bed Boundary
1123.399,6.24795,34.85184,251.8498,6.5,29,143,0.7,Bed Boundary
1123.899,6.2596,35.88554,252.8835,6.5,30,143,0.7,Bed Boundary
1124.4,6.512,31.47284,248.4708,6.8,26,143,0.7,Bed Boundary
1124.9,6.6998,30.26937,247.2673,7,25,143,0.7,Bed Boundary
1125.411,6.96791,35.31894,253.3169,7.2,30,142,0.7,Bed Boundary
1125.911,6.65311,41.80793,260.8058,6.8,36,141,0.7,Bed Boundary
1126.411,6.55364,41.89717,260.8951,6.7,36,141,0.7,Bed Boundary
1126.909,6.96369,42.57094,261.5688,7.1,37,141,0.7,Bed Boundary
1127.409,6.93713,48.70845,267.7064,7,43,141,0.7,Bed Boundary
1127.92,6.49479,46.91697,265.9142,6.6,40,141,0.8,Bed Boundary
1128.42,6.511,40.7202,259.7175,6.7,34,141,0.8,Bed Boundary
1128.921,7.63192,41.77837,260.7756,7.8,36,141,0.8,Bed Boundary
1129.421,7.75904,43.73227,262.7296,7.9,38,141,0.8,Bed Boundary
1129.919,7.97191,44.59861,263.5959,8.1,39,141,0.8,Bed Boundary
1130.43,8.17096,44.46004,263.4573,8.3,39,141,0.8,Bed Boundary
1130.93,8.39785,46.34653,265.3438,8.5,41,141,0.8,Bed Boundary
1131.43,8.43966,50.36176,268.359,8.5,45,142,0.8,Bed Boundary
1131.931,8.51133,49.28953,266.2868,8.6,44,143,0.8,Bed Boundary
1132.431,8.72695,44.0421,260.0395,8.9,39,144,0.8,Bed Boundary
1132.929,8.75453,46.07015,262.0675,8.9,41,144,0.8,Bed Boundary
1133.429,8.69712,38.33179,255.3297,8.9,34,143,0.7,Bed Boundary
1133.93,8.76165,36.21563,252.2136,9,32,144,0.7,Bed Boundary
1134.43,8.12278,42.69645,257.6944,8.3,38,145,0.7,Bed Boundary
1136.439,7.20241,42.24562,256.2437,7.4,37,146,0.7,Bed Boundary
1136.94,7.17878,41.19633,254.1944,7.4,36,147,0.7,Bed Boundary
1137.46,7.87612,40.73011,253.7281,8.1,36,147,0.7,Bed Boundary
1137.961,7.87612,39.73014,253.7281,8.1,35,146,0.7,Bed Boundary
1138.461,8.32211,42.58219,257.5802,8.5,38,145,0.7,Bed Boundary
1138.959,7.93043,44.55749,260.5548,8.1,39,144,0.8,Bed Boundary
1139.459,7.91668,42.54028,259.5376,8.1,37,143,0.8,Bed Boundary
1139.97,8.01621,41.47042,259.4677,8.2,36,142,0.8,Bed Boundary
1140.47,7.95805,44.58668,262.584,8.1,39,142,0.8,Bed Boundary
1140.971,8.46962,46.26427,263.2616,8.6,41,143,0.8,Bed Boundary
1141.471,8.72442,50.17168,267.169,8.8,45,143,0.8,Bed Boundary
1141.969,8.92361,51.05412,267.0515,9,46,144,0.8,Bed Boundary
1142.469,8.71048,50.16645,266.1638,8.8,45,144,0.8,Bed Boundary
1143.97,8.95375,44.95531,261.9526,9.1,40,143,0.8,Bed Boundary
1144.471,8.96759,45.96684,262.9641,9.1,41,143,0.8,Bed Boundary
1144.981,8.78225,48.09177,264.0891,8.9,43,144,0.8,Bed Boundary
1145.479,9.16684,46.85682,262.8542,9.3,42,144,0.8,Bed Boundary
1145.979,10.17737,48.38055,263.3779,10.3,44,145,0.8,Bed Boundary
1146.48,10.46264,48.24309,262.2405,10.6,44,146,0.8,Bed Boundary
1147,8.84033,47.99882,260.9963,9,43,147,0.8,Bed Boundary
1147.501,8.9984,45.83813,257.8356,9.2,41,148,0.8,Bed Boundary
1148.001,8.55535,52.19008,262.1877,8.7,47,150,0.8,Bed Boundary
1148.499,8.22022,42.10496,252.1025,8.5,37,150,0.8,Bed Boundary
1149,7.56009,50.88523,262.8827,7.7,45,148,0.8,Bed Boundary
1170.579,2.91107,111.6641,319.6611,2.3,97,152,0.9,Bed Boundary
1172.091,18.73674,39.40581,247.4029,19.1,37,152,0.9,Bed Boundary
1172.591,46.14719,5.47063,213.4677,46.9,5,152,0.9,Bed Boundary
1179.619,43.32243,3.47695,210.4741,44.1,3,153,0.9,Bed Boundary
1180.12,23.69149,43.91583,250.913,24,42,153,0.9,Bed Boundary
1180.63,27.58924,43.60875,250.6059,27.9,42,153,0.9,Bed Boundary
1183.15,21.32818,44.3586,249.3553,21.7,42,155,1,Bed Boundary
1184.151,15.78769,70.18063,277.1778,15.7,67,153,0.9,Bed Boundary
1187.16,19.92891,76.46816,279.4656,19.8,74,157,0.9,Bed Boundary
1189.17,42.84027,42.88672,246.8841,43.2,42,156,0.9,Bed Boundary
1193.681,18.12499,35.30604,239.3034,18.6,33,156,0.9,Bed Boundary
1194.181,12.4634,71.07619,276.0735,12.4,67,155,0.9,Bed Boundary
1195.189,10.51974,60.25611,262.2531,10.7,55,158,1,Bed Boundary
1195.69,57.5819,43.5753,245.5723,58,43,158,1,Bed Boundary
1196.19,14.8979,68.76245,271.7593,14.9,65,157,1,Bed Boundary
1198.71,23.27716,54.25746,258.2542,23.5,52,156,1,Bed Boundary
1199.21,23.10946,50.23014,254.2269,23.4,48,156,1,Bed Boundary
1200.211,22.84318,47.20186,250.1987,23.2,45,157,1,Bed Boundary
1203.711,24.03688,42.21727,246.2133,24.5,40,156,1.1,Bed Boundary
1209.22,27.16024,53.02799,253.0246,27.5,51,160,1.1,Bed Boundary
1210.221,25.96123,53.13699,253.1336,26.3,51,160,1.1,Bed Boundary
1210.719,26.17363,51.91244,251.9096,26.5,50,160,1,Bed Boundary
1211.219,25.70736,53.9763,253.9735,26,52,160,1,Bed Boundary
1211.72,25.77391,51.94664,251.9438,26.1,50,160,1,Bed Boundary
1212.22,26.24059,49.88118,249.8784,26.6,48,160,1,Bed Boundary
